Name,Degree,Location,City,Consult Fee,Years of Experience,Speciality,Availability,Doctor       
Dr. Puja Rathi,"MBBS, DGO, DNB - Obstetrics & Gynecology",Bellandur,Bangalore,â‚¹850,22,"Gynecologist, Obstetrician",02:00-05:59,Allergist
Dr. Jithya Suresh,"BDS, MDS - Paedodontics And Preventive Dentistry",Whitefield,Bangalore,â‚¹800,t6,Dentist,01:00-04:00,Cardiologist
Dr. Shantala H P,"BHMS, MD - Homeopathy",Banashankari 2nd Stage,Bangalore,â‚¹600,25,AYUSHHomoeopath,01:00-04:01,Cardiologist
Dr. Aneeta Talwar,"MBBS, MD - Obstetrics & Gynaecology",Whitefield,Bangalore,â‚¹600,27,Gynecologist,01:00-04:02,Dermatologist
Dr. Babashankar Alva,"BDS, MDS - Prosthodontics",Sanjay Nagar,Bangalore,â‚¹400,17,"Prosthodontist, Implantologist",01:00-04:03,Dermatologist
Dr. Arvind Sabharwal,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",Whitefield,Bangalore,â‚¹850,41,"Pediatric Surgeon, General Surgeon",01:00-04:04,Dermatologist
Dr. Karthik Pooraneson,"MBBS, MS - General Surgery",RT Nagar,Bangalore,â‚¹350,11,"General Surgeon, Proctologist, Diabetic Foot Surgeon",01:00-04:05,Dermatologist
Dr. Aisha Tarannum,"BDS, MDS - Prosthodontist And Crown Bridge",Thanisandra,Bangalore,â‚¹250,15,"Dentist, Prosthodontist, Implantologist",01:00-04:06,Dermatologist
Dr. Vijaya Lakshmi,"MBBS, Diploma in Otorhinolaryngology (DLO)",Koramangala 5 Block,Bangalore,â‚¹700,16,ENT/ Otorhinolaryngologist,01:00-04:07,Endocrinologist
Dr. Sheetal Srinivas,"MBBS, MD - Dermatology , Venereology & Leprosy",Sadashivanagar,Bangalore,â‚¹600,t8,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",01:00-04:08,Endocrinologist
Dr. Archana Muralidharan,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",Hebbal,Bangalore,â‚¹800,21,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon",01:00-04:09,Endocrinologist
Dr. Arunima Halder,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",Whitefield,Bangalore,â‚¹800,13,"Infertility Specialist, Gynecologist, Obstetrician, Reproductive Endocrinologist (Infertility)",01:00-04:10,Endocrinologist
Dr. Madhukar Naidu,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Electronics City,Bangalore,â‚¹700,10,Plastic Surgeon,01:00-04:11,Gastroenterologist
Dr. Geetika Thakur,BAMS,Whitefield,Bangalore,â‚¹400,15,AYUSHAyurveda,01:00-04:12,Gastroenterologist
Dr. Deepa Raje Nimbalkar,"BHMS, MD - Homeopathy, MD - Pediatrics",HSR Layout,Bangalore,â‚¹600,19,AYUSHHomoeopath,01:00-04:13,Gastroenterologist
Dr. Kousar,BDS,JP Nagar 6 Phase,Bangalore,â‚¹200,25,Dentist,01:00-04:14,Gastroenterologist 
Ms. Kakali Goswami,M.Phil - Rehabilitation Psychology,Brookefield,Bangalore,â‚¹1000,2,TherapistRehabilitation Psychologist,01:00-04:15,Gastroenterologist
Ms. Srilekha Erramilli,BA - Psychology,Indiranagar,Bangalore,â‚¹1000,5,TherapistPsychologist,01:00-04:16,Gynecologist
Dr. Prema Bhatt,"BSAM, BAMS",Panathur,Bangalore,â‚¹750,43,AYUSHAyurveda,01:00-04:17,Hepatologist
Mr. Ravindar Varakala,"MASLP, BSc. - Hearing, Language and Speech",Whitefield,Bangalore,â‚¹300,19,"TherapistAudiologist, Speech Therapist",01:00-04:18,Hepatologist
Dr. Ashwini N G,"MBBS, MD - General Medicine",HSR Layout,Bangalore,â‚¹500,7,"Internal Medicine, General Physician",01:00-04:19,hepatologist
Dr. Kishore C Kumtakar,"MBBS, MD - Obstetrics & Gynaecology",Jayanagar 9 Block,Bangalore,â‚¹500,44,Gynecologist,01:00-04:20,Hepatologist
Dr. A. Divya,"BDS, MDS - Paedodontics And Preventive Dentistry",Siddapura,Bangalore,â‚¹500,11,"Dentist, Pediatric Dentist",01:00-04:21,Hepatologist
Dr. Kamal Odedra,"BDS, MDS - Conservative Dentistry & Endodontics",Marathahalli,Bangalore,â‚¹550,12,"Endodontist, Dental Surgeon, Dentist",01:00-04:22,Hepatologist
Dr. Mallesh M,"MS - Orthopaedics, MBBS",Electronics City,Bangalore,â‚¹700,12,"Orthopedic surgeon, Joint Replacement Surgeon",01:00-04:23,Hepatologist
Dr. Jyothi Shenoy V,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",Yeshwanthpur,Bangalore,â‚¹850,22,Gynecologist,01:00-04:24,Internal Medcine
Dr. ANJANA BHADRA CHOUDHURY,"MBBS, MD - Pediatrics",Old Airport Road,Bangalore,â‚¹900,40,Pediatrician,01:00-04:25,Internal Medcine
Dr. Sasmitha K,"MBBS, MS - Obstetrics & Gynaecology",Sahakaranagar,Bangalore,â‚¹850,19,Gynecologist,01:00-04:26,Neurologist
Dr. Manish Rajput   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",Malleswaram,Bangalore,,8,"TherapistSports and Musculoskeletal Physiotherapist, Physiotherapist",01:00-04:27,Neurologist
Dr. Kathyaini V S,"MBBS, DGO",Banashankari,Bangalore,â‚¹500,11,"Infertility Specialist, Gynecologist, Obstetrician",01:00-04:28,Neurologist
Dr. Sangeetha Sivaraman,"MBBS, DGO, DNB - Obstetrics & Gynecology",Kothanur,Bangalore,â‚¹500,10,"Obstetrician, Gynecologist",01:00-04:29,Osteopathic
Dr. Sushruth,"MBBS, M.D. (Psychiatry)",Indiranagar,Bangalore,â‚¹750,11,"Psychiatrist, Sexologist",01:00-04:30,Otolaryngologist
Dr. Karunesh Kumar H S,"MBBS, MD - General Medicine",Koramangala 6 Block,Bangalore,â‚¹750,31,"General Physician, General Practitioner",01:00-04:31,Otolaryngologist
Dr. Krithika J,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Sarjapur Road,Bangalore,â‚¹750,12,Plastic Surgeon,01:00-04:32,Pediatrician
Dr. Basavaraj B,"BDS, MDS - Paedodontics And Preventive Dentistry",JP Nagar 8 Phase,Bangalore,â‚¹250,13,"Dental Surgeon, Dentist",01:00-04:33,Phlebologist
Dr. Harsha Kumar HN,"MBBS, DM - Nephrology",Hulimavu,Bangalore,â‚¹700,16,Nephrologist/Renal Specialist,01:00-04:34,Pulmonologist
Dr. Nagamani YS,"MBBS, MS - ENT",Jayanagar,Bangalore,â‚¹750,24,ENT/ Otorhinolaryngologist,01:00-04:35,Pulmonologist
Dr. Sheema Shabir   (Physiotherapist),BPTh/BPT,Shantinagar,Bangalore,â‚¹500,17,"TherapistPhysiotherapist, Geriatric Physiotherapist",01:00-04:36,Rheumatologists
Ms. Dhanalakshmi,M.Sc. - Food and Nutrition,Kodichikkanahalli,Bangalore,â‚¹750,18,TherapistDietitian/Nutritionist,01:00-04:37,Rheumatologists
Dr. Meghana Karlekar.R,"MBBS, DDVL",Whitefield,Bangalore,â‚¹600,t9,"Dermatologist, Hair Transplant Surgeon, Trichologist, Aesthetic Dermatologist, Cosmetologist",01:00-04:38,Tuberculosis
Dr. Shiva Kumar,"MBBS, MS - General Surgery, MCh - Urology",Jayanagar 3 Block,Bangalore,â‚¹750,16,"Urologist, Andrologist",01:00-04:39,Allergist
Dr. Hemanandini Jayaraman,"MBBS, MD - Obstetrics & Gynaecology",Old Airport Road,Bangalore,â‚¹900,29,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)",01:00-04:40,Allergist
Dr. Ameet Oswal,"MBBS, MD - General Medicine, DNB - Cardiology",Sampangiramnagar,Bangalore,â‚¹700,11,Cardiologist,01:00-04:41,Cardiologist
Dr. Gayathri B N,"BHMS, PG Diploma In Clinical Cosmetology (PGDCC)",Konanakunte,Bangalore,â‚¹1000,16,"AYUSHHomoeopath, Cosmetologist",01:00-04:42,Cardiologist
Dr. Prathima Reddy,"MBBS, MRCOG(UK)",Vasanthnagar,Bangalore,â‚¹1000,27,"Gynecologist, Obstetrician",01:00-04:43,Dermatologist
Dr. Chhavi Goyal Mehra,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine)",HSR Layout,Bangalore,â‚¹750,27,"General Physician, Internal Medicine, Special Interest in Diabetology",01:00-04:44,Dermatologist
Dr. Deepa Mohan Sharma,"MBBS, MD - Pediatrics",Indiranagar,Bangalore,â‚¹1000,15,Pediatrician,01:00-04:45,Dermatologist
Dr. Gayathri Karthik,"MBBS, MD - Obstetrics & Gynaecology",Old Airport Road,Bangalore,â‚¹900,34,"Gynecologist, Obstetrician",01:00-04:46,Dermatologist
Dr. Suresh Babu D,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",Yeshwanthpur,Bangalore,â‚¹500,13,"GastroIntestinal Surgeon, Laparoscopic Surgeon, Colorectal Surgeon, Proctologist",01:00-04:47,Dermatologist
Dr. Pradeepa,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",Jayanagar 9 Block,Bangalore,â‚¹650,17,"Gynecologist, Obstetrician, Infertility Specialist",01:00-04:48,Endocrinologist
Dr. Bathwar Mihir Raja,BDS,Indiranagar,Bangalore,,t7,Dentist,01:00-04:49,Endocrinologist
Dr. Ashwin Kumar H,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",Vasanthnagar,Bangalore,â‚¹850,13,Cardiothoracic Surgeon,01:00-04:50,Endocrinologist
Dr. Santosh V Chikkodi,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Cardiology",Sampangiramnagar,Bangalore,â‚¹800,10,Cardiologist,01:00-04:51,Endocrinologist
Dr. Ravi Sankar AV   (PhD),"PhD - Psychology, MSc - Psychology, Post Graduate Diploma In Guidance and Counselling",Mathikere - BEL,Bangalore,â‚¹1200,10,TherapistCounselling Psychologist,01:00-04:52,Gastroenterologist
Dr. Rita Samuel Bing,BHMS,Kumaraswamy Layout,Bangalore,â‚¹550,14,AYUSHHomoeopath,01:00-04:53,Gastroenterologist
Dr. Manohar S,"MBBS, DNB - General Surgery",Vasanthnagar,Bangalore,â‚¹400,14,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon",01:00-04:54,Gastroenterologist
Dr. Ayesha Gulzar Ahamed,"MBBS, MS - Obstetrics & Gynaecology",Banashankari,Bangalore,â‚¹650,n9,"Gynecologist, Obstetrician",01:00-04:55,Gastroenterologist 
Dr. Nikita Joshi,BHMS,Sahakaranagar,Bangalore,â‚¹1000,17,AYUSHHomoeopath,01:00-04:56,Gastroenterologist
Dr. Shilpa Venkatesh,"MBBS, MS - Obstetrics & Gynaecology",Koramangala 5 Block,Bangalore,â‚¹700,19,"Obstetrician, Gynecologist",01:00-04:57,Gynecologist
Dr. Santosh Shivaswamy,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",Hebbal,Bangalore,â‚¹800,21,ENT/ Otorhinolaryngologist,01:00-04:58,Hepatologist
Dr. Ravi Sinha,"BDS, MDS - Prosthodontist And Crown Bridge, MFGDP - Membership of the Faculty of General Dental Practitioners",Koramangala,Bangalore,â‚¹400,13,"Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist",01:00-04:59,Hepatologist
Dr. Rama Devi   (Physiotherapist),BPTh/BPT,HSR Layout,Bangalore,â‚¹300,t3,TherapistPhysiotherapist,04:00-06:00,hepatologist
Dr. Darshana,BHMS,Sarjapur Road,Bangalore,â‚¹500,11,AYUSHHomoeopath,04:00-06:01,Hepatologist
Dr. Rajesh Srinivas,"MBBS, MS - Orthopaedics",Whitefield,Bangalore,â‚¹850,12,Orthopedic surgeon,04:00-06:02,Hepatologist
Dr. Usha M R,"MBBS, DGO, DNB - Obstetrics & Gynecology",Kalyan Nagar,Bangalore,â‚¹850,18,"Gynecologist, Obstetrician",04:00-06:03,Hepatologist
Dr. Aanchal,"MBBS, MD - Radio Diagnosis/Radiology",Whitefield,Bangalore,â‚¹600,10,Radiologist,04:00-06:04,Hepatologist
Dr. Viresh Murgodi,"MBBS, MS - Orthopaedics",Bannerghatta Road,Bangalore,â‚¹850,13,Orthopedic surgeon,04:00-06:05,Internal Medcine
Dr. Deepak K L Gowda,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - General Surgery, DNB - Plastic Surgery",Koramangala 5 Block,Bangalore,â‚¹1000,31,"Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist",04:00-06:06,Internal Medcine
Dr. Shilpa,BDS,Hennur,Bangalore,â‚¹300,15,Dentist,04:00-06:07,Neurologist
Dr. Vamsi Krishna M,"MBBS, MS - General Surgery",Banashankari,Bangalore,â‚¹700,25,"General Surgeon, Laparoscopic Surgeon, Proctologist, Bariatric Surgeon",04:00-06:08,Neurologist
Dr. Nagamalesh U M,"MBBS, DNB - Cardiology",JP Nagar,Bangalore,â‚¹1050,29,Cardiologist,04:00-06:09,Neurologist
Dr. Suman Makam,"BDS, MDS - Conservative Dentistry & Endodontics",Jayanagar 5 Block,Bangalore,â‚¹400,24,Endodontist,04:00-06:10,Osteopathic
Dr. Naveen C,"MBBS, MD - Radio Diagnosis/Radiology, DNB - Radio Diagnosis, DM - Neuro Radiology",Vasanthnagar,Bangalore,â‚¹850,11,Interventional Radiologist,04:00-06:11,Otolaryngologist
Dr. Geetha Appachhu   (PhD),PhD - Psychology,BTM Layout 2nd Stage,Bangalore,â‚¹1600,21,TherapistCounselling Psychologist,04:00-06:12,Otolaryngologist
Dr. K M Bopanna,"MBBS, DNB - Neurosurgery",Old Airport Road,Bangalore,â‚¹1100,27,Neurosurgeon,04:00-06:13,Pediatrician
Dr. Shyam Sunder K R,"MBBS, MD - Pediatrics, DNB - Paediatrics, DM - Cardiology",Jayanagar,Bangalore,â‚¹900,36,Interventional Cardiologist,04:00-06:14,Phlebologist
Dr. Radhika Thappeta,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine)",Whitefield,Bangalore,â‚¹800,31,Internal Medicine,04:00-06:15,Pulmonologist
Dr. Neethu Raj,BDS,Bellandur,Bangalore,â‚¹400,11,"Dental Surgeon, Cosmetic/Aesthetic Dentist",04:00-06:16,Pulmonologist
Dr. Sathwik Raj V A,"MBBS, MD - General Medicine, DM - Cardiology",Koramangala 5 Block,Bangalore,â‚¹900,11,Cardiologist,04:00-06:17,Rheumatologists
Dr. Poojitha,BDS,Kasturi nagar,Bangalore,â‚¹200,11,Dentist,04:00-06:18,Rheumatologists
Dr. Raja Thiruthanikaivasan,BHMS,Banashankari 1st Stage,Bangalore,â‚¹300,18,AYUSHHomoeopath,04:00-06:19,Tuberculosis
Dr. Satish Kumar A,"MBBS, MD - General Medicine, DM - Clinical Haematology",Yeshwanthpur,Bangalore,â‚¹1100,24,Hematologist,04:00-06:20,Allergist
Dr. Reshma Ramanan,"MBBS, MS - ENT",Bellandur,Bangalore,â‚¹700,t4,ENT/ Otorhinolaryngologist,04:00-06:21,Allergist
Dr. Vijay Agarwal,"MBBS, MD - General Medicine, CCT - Medical Oncology",Seshadripuram,Bangalore,â‚¹1000,18,Medical Oncologist,04:00-06:22,Cardiologist
Dr. Suchitra,BDS,West Of Chord Road,Bangalore,â‚¹350,24,"Cosmetic/Aesthetic Dentist, Implantologist",04:00-06:23,Cardiologist
Dr. Deepak Shetty,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Millers Road,Bangalore,â‚¹1000,20,"Plastic Surgeon, Plastic Reconstruction Surgeon",04:00-06:24,Dermatologist
Dr. Manjunath R,"MBBS, MD - General Medicine",Banashankari,Bangalore,â‚¹600,38,Internal Medicine,04:00-06:25,Dermatologist
Dr. Jagan Mohan Reddy,"BDS, MDS - Prosthodontics",CV Raman Nagar,Bangalore,â‚¹500,20,"Prosthodontist, Implantologist",04:00-06:26,Dermatologist
Ms. Mili Chakraborty,MA - Psychology,Harlur,Bangalore,â‚¹1200,t6,TherapistCounselling Psychologist,04:00-06:27,Dermatologist
Dr. Kamlesh Kumar Singh,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",Sarjapur Road,Bangalore,â‚¹750,51,"Pulmonologist, General Physician",04:00-06:28,Dermatologist
Dr. Jacob Roshan Mathew   (Physiotherapist),"BPTh/BPT, Master of Orthopaedics, Sports and Manual Physiotherapy",Kalyan Nagar,Bangalore,â‚¹700,19,"TherapistSports and Musculoskeletal Physiotherapist, Orthopedic Physiotherapist, Physiotherapist",04:00-06:29,Endocrinologist
Dr. BM Mamatha,"MBBS, MD - Obstetrics & Gynaecology",Koramangala 6 Block,Bangalore,â‚¹700,34,"Gynecologist, Obstetrician",04:00-06:30,Endocrinologist
Dr. Pramod Krishnan,"MBBS, MD - General Medicine, DM - Neurology",Old Airport Road,Bangalore,â‚¹1100,22,Neurologist,04:00-06:31,Endocrinologist
Dr. Shanthala S,"MBBS, MS - Obstetrics & Gynaecology",Banashankari,Bangalore,â‚¹600,28,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician",04:00-06:32,Endocrinologist
Dr. Qaisar Anwar,"MBBS, MD - General Medicine",Ashoknagar,Bangalore,â‚¹800,43,General Physician,04:00-06:33,Gastroenterologist
Dr. Madhusudhan,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",Kengeri,Bangalore,â‚¹700,18,Cardiothoracic and Vascular Surgeon,04:00-06:34,Gastroenterologist
Dr. Gururaj,"MBBS, MD - Radio Diagnosis/Radiology",Rajajinagar,Bangalore,â‚¹500,13,Radiologist,04:00-06:35,Gastroenterologist
Dr. Rubeena Zainab,"MBBS, MS - Obstetrics & Gynaecology",Indiranagar,Bangalore,â‚¹900,11,"Infertility Specialist, Gynecologist",04:00-06:36,Gastroenterologist 
Dr. Mohammed Rehan Sayeed,"MBBS, DNB - General Surgery, DNB - Cardiothoracic Surgery",Hebbal,Bangalore,â‚¹1090,26,"Cardiothoracic Surgeon, Cardiac Surgeon",04:00-06:37,Gastroenterologist
Dr. Vijayalakshmi Prabhu,"MBBS, DNB - Ophthalmology",Banashankari,Bangalore,â‚¹400,11,Ophthalmologist/ Eye Surgeon,04:00-06:38,Gynecologist
Dr. Rachana Shah,BDS,Sarjapur Road,Bangalore,â‚¹200,t9,Dentist,04:00-06:39,Hepatologist
Dr. Girish B.A,"MBBS, MS - Orthopaedics",Whitefield,Bangalore,â‚¹600,24,Orthopedic surgeon,04:00-06:40,Hepatologist
Dr. Bindu suresh,"MBBS, MD - General Medicine",Bellandur,Bangalore,â‚¹700,21,General Physician,04:00-06:41,hepatologist
Dr. Muralidhar Thondebhavi,"MBBS, MD - Anaesthesiology, Fellowship of the Royal College of Anaesthetists (FRCA)",Jayanagar,Bangalore,â‚¹900,21,Spine And Pain Specialist,04:00-06:42,Hepatologist
Dr. Chaitra Gowda K N,"MBBS, DGO, DNB - Obstetrics & Gynecology",Bellandur,Bangalore,â‚¹850,14,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)",04:00-06:43,Hepatologist
Dr. Rajesh Naik,"BDS, MDS - Periodontics, FICOI",Kalyan Nagar,Bangalore,â‚¹500,25,"Dentist, Periodontist, Implantologist",04:00-06:44,Hepatologist
Dr. Bharath,BDS,Singasandra,Bangalore,â‚¹500,17,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon",04:00-06:45,Hepatologist
Dr. Keertana Devasani,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Electronics City,Bangalore,â‚¹700,13,"Plastic Surgeon, Burn Surgeon, Diabetic Foot Surgeon, Cosmetologist",04:00-06:46,Internal Medcine
Dr. Keerthi Shree Kirisave   (PhD),"B.Sc.- Clinical Nutrition & Dietetics, M.Sc. - Home Science (Food & Nutrition), PhD - Yoga",Basaveshwaranagar,Bangalore,â‚¹850,14,"TherapistDietitian/Nutritionist, Clinical Nutritionist",04:00-06:47,Internal Medcine
Dr. Arun M,BDS,Sarjapur Road,Bangalore,â‚¹800,t8,Dentist,04:00-06:48,Neurologist
Dr. Pramod K,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Rajajinagar,Bangalore,â‚¹1000,14,"Urologist, Andrologist, Urological Surgeon",04:00-06:49,Neurologist
Dr. Sundar C Ingaleshwar,"MBBS, MD - Pediatrics",Yeshwanthpur,Bangalore,â‚¹850,19,Pediatrician,04:00-06:50,Neurologist
Dr. Ann Thomas,BDS,Ramamurthy Nagar,Bangalore,â‚¹100,17,Dentist,04:00-06:51,Osteopathic
Dr. Jaya Sudha B R,"MBBS, DO",Shivaji Nagar,Bangalore,â‚¹500,22,Ophthalmologist/ Eye Surgeon,04:00-06:52,Otolaryngologist
Dr. Akash Deep,"MBBS, DNB - General Medicine",Sampangiramnagar,Bangalore,â‚¹800,10,Internal Medicine,04:00-06:53,Otolaryngologist
Dr. Swapna B,"MBBS, M.D. (Psychiatry)",HSR Layout,Bangalore,â‚¹1550,21,Psychiatrist,04:00-06:54,Pediatrician
Dr. Arya Madhurkar,"BDS, MDS - Conservative Dentistry & Endodontics",Banashankari 2nd Stage,Bangalore,â‚¹400,t8,"Cosmetic/Aesthetic Dentist, Endodontist, Conservative Dentist",04:00-06:55,Phlebologist
Dr. Sneha Sood,"MBBS, DDVL",Indiranagar,Bangalore,â‚¹500,11,"Cosmetologist, Dermatologist, Trichologist",04:00-06:56,Pulmonologist
Dr. Shruthi R,"MBBS, MS - Obstetrics & Gynaecology",Banashankari,Bangalore,â‚¹500,t8,"Obstetrician, Gynecologist",04:00-06:57,Pulmonologist
Dr. Sharada Shekar,MBBS,Seshadripuram,Bangalore,â‚¹740,41,General Physician,04:00-06:58,Rheumatologists
Dr. Vikram J Rao,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",Sarjapur Road,Bangalore,â‚¹600,11,Gastroenterologist,04:00-06:59,Rheumatologists
Dr. Yashavanth H S,"MBBS, MD - General Medicine, DNB - General Medicine, DNB - Gastroenterology",Nagarbhavi 2nd Stage,Bangalore,â‚¹700,t6,Gastroenterologist,05:00-07:00,Tuberculosis
Dr. Pranjal,BDS,Electronics City,Bangalore,â‚¹300,n6,Dental Surgeon,05:00-07:01,Allergist
Dr. Gurudutta A V,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics",Whitefield,Bangalore,â‚¹800,21,Pediatrician,05:00-07:02,Allergist
Dr. Shilpa Kava,"MS - Obstetrics & Gynaecology, MBBS",Sarjapur Road,Bangalore,â‚¹700,14,"Gynecologist, Obstetrician",05:00-07:03,Cardiologist
Dr. Shanmugapriya,"MDS - Conservative Dentistry & Endodontics, BDS",Koramangala 6 Block,Bangalore,â‚¹400,16,"Endodontist, Cosmetic/Aesthetic Dentist, Restorative Dentist",05:00-07:04,Cardiologist
